title,company,location,job_type,description,benefits,url
Fullstack Developer Intern,ECICS Limited,Singapore,"$1,000 - $1,200 a month -  Internship","Company ECICS Limited ifscapital.com.sg Designation Fullstack Developer Intern Date Listed 13 Jan 2026 Job Type Entry Level / Junior Executive Intern/TS Job Period Immediate Start, For At Least 5 Months Profession IT / Information Technology Industry Insurance Location Name Paya Lebar Road, Paya Lebar MRT Station (EW8), Singapore Address 30 Paya Lebar Rd, Singapore 409006 Map Allowance / Remuneration $1,000 - 1,200 monthly Company Profile ECICS LIMITED' is a leading provider of general insurance solutions in Singapore. With a strong focus on customer service and innovation, we strive to offer our clients tailored insurance products and exceptional support. As a dynamic and forward-thinking organisation, we are committed to the continuous development of our employees and the growth of our business. Job Description Roles & Responsibilities Assist in writing clean, scalable and efficient code in languages such as Java, Python, JavaScript, or others. Participate in all phases of the software development lifecycle, including planning, design, implementation, testing, and maintenance. Debug and resolve technical issues, ensuring software functionality and performance. Collaborate with cross-functional teams including designers, QA testers, product managers, and other developers. Participate in integrate software components and third-party programs. Maintain documentation for code, processes, and systems. Stay up to date with emerging technologies and industry best practices. Requirements Proficiency in one or more programming languages (e.g., Java, Python, JavaScript) Familiarity with database technologies (SQL, NoSQL) Knowledge & strong interest in Hybrid App development is essential. (e.g. React Native, Flutter, etc) Knowledge of software development methodologies (Agile/Scrum preferred) Strong problem-solving and analytical skills Strong demonstrated interests in Agentic AI Good communication and teamwork abilities Interest in social media platform is a plus Application Instructions Please include your internship period when applying for this position by submitting your CV using InternSG. Candidates who can commence a full-time internship work arrangement ASAP are preferred. Kindly note that only shortlisted candidates will be notified.",,https://sg.indeed.com/viewjob?jk=42677badd468c55a&tk=1jfidbrmjiknm86u&from=serp&vjs=3
"Intern – Computer Vision, Gen-AI and Software Development",Western Digital,Singapore,Internship,"Company Description At Western Digital, our vision is to power global innovation and push the boundaries of technology to make what you thought was once impossible, possible. At our core, Western Digital is a company of problem solvers. People achieve extraordinary things given the right technology. For decades, we've been doing just that—our technology helped people put a man on the moon and capture the first-ever picture of a black hole. We offer an expansive portfolio of technologies, HDDs, and platforms for business, creative professionals, and consumers alike under our Western Digital®, WD®, WD_BLACK™, and SanDisk® Professional brands. We are a key partner to some of the largest and highest-growth organizations in the world. From enabling systems to make cities safer and more connected, to powering the data centers behind many of the world's biggest companies and hyperscale cloud providers, to meeting the massive and ever-growing data storage needs of the AI era, Western Digital is fueling a brighter, smarter future. Today's exceptional challenges require your unique skills. Together, we can build the future of data storage. Job Description Western Digital's Big Data Technology & Industrial IoT group in Singapore is looking for motivated Masters-level interns to join our R&D and manufacturing analytics team. The internship focuses on applying Computer Vision, Generative AI (Gen-AI), and full-stack software engineering to real-world problems across HDD manufacturing, automation, and digital twin applications. Key Responsibilities Develop and deploy Computer Vision models for defect detection, process optimization, and visual analytics. Work on Generative AI applications such as intelligent document retrieval, code generation, and process simulation. Build and integrate end-to-end AI pipelines involving data collection, model training, inference, and visualization. Collaborate with software engineers to create full-stack applications (backend APIs, front-end dashboards, and edge deployment). Contribute to ongoing initiatives on Digital Twin and Orchestrated AI frameworks across WD factories. Document development processes and present results to global teams. Qualifications Preferred Technical Skills Proficiency in Python, C++ or JavaScript (React, Node.js). Experience with AI/ML frameworks such as PyTorch or TensorFlow. Knowledge of Computer Vision (OpenCV, YOLO, Detectron2, segmentation networks, etc.). Experience with Generative AI (LLMs, LangChain, RAG, vector databases). Familiarity with containerization (Docker), APIs (FastAPI/Flask), and cloud platforms (AWS/GCP/Azure). Good understanding of software version control (Git) and CI/CD practices. Qualifications Currently enrolled in a Master's program in Computer Science, Electrical/Computer Engineering, or related fields. Strong foundation in software engineering, data structures, and applied machine learning. Prior research or project experience in Computer Vision or AI is preferred. Excellent analytical, problem-solving, and communication skills. Additional Information #LI-AS Western Digital thrives on the power and potential of diversity. As a global company, we believe the most effective way to embrace the diversity of our customers and communities is to mirror it from within. We believe the fusion of various perspectives results in the best outcomes for our employees, our company, our customers, and the world around us. We are committed to an inclusive environment where every individual can thrive through a sense of belonging, respect and contribution. Western Digital is committed to offering opportunities to applicants with disabilities and ensuring all candidates can successfully navigate our careers website and our hiring process. Please contact us at jobs.accommodations@wdc.com to advise us of your accommodation request. In your email, please include a description of the specific accommodation you are requesting as well as the job title and requisition number of the position for which you are applying. Notice To Candidates: Please be aware that Western Digital and its subsidiaries will never request payment as a condition for applying for a position or receiving an offer of employment. Should you encounter any such requests, please report it immediately to Western Digital Ethics Helpline or email compliance@wdc.com.",,https://sg.indeed.com/viewjob?jk=066bca3d83b61504&tk=1jfidbrmjiknm86u&from=serp&vjs=3
Software Engineer,ImmeVR Pte Ltd,Singapore 408868,Fresh graduate,"Job Description As our Software Engineer, you will work on virtual/augmented reality technology to create a high-quality visualization for our online platform, real-estate and interior design product. Responsibilities Develop VR/AR applications runnable on mobile devices and the latest head-mounted displays Work with web developers todevelop new and improve existing features for our websites and online virtual tour editor platform Work with 3D models and pre-rendered images to create photorealistic experiences Work closely with the technical director, software development team and interns to bring the first product of the company to life Write clear, well documented and testable code Desired Skills and Expertise – Diploma or above in relevant fields – 2+ years experience with Unreal Engine/Unity is preferred; fresh graduates are also welcomed – Thorough knowledge of 3D computer graphics, game programming or multimedia computing, at the minimum with personal projects – Experience with web application development – Experience with mobile application (Android/iOS) development – Experience in virtual/augmented reality and HMD (such as Oculus Rift) is a plus – Experience with database systems and git source control is a plus – Comfortable working in a fast-paced, constantly evolving and multidisciplinary environment – Strong interest in prototyping new commercial products",,https://sg.indeed.com/viewjob?jk=ec095d3029394754&tk=1jfidbrmjiknm86u&from=serp&vjs=3
Cyber Security and Technology Support Intern,HydraX Pte Ltd,Singapore,Internship,"Employment Type: Internship | Location: Singapore Job Description Hydra X is looking for a Cyber Security and Technology Support Intern to join our Software Engineering team in Singapore. Responsibilities Cybersecurity-related: Monitor and investigate Hydra X's security architecture technology solutions i.e. Security Information and Event Management (SIEM), Endpoint Detection and Response (EDR), Firewalls, Network monitoring, anti-malware, intrusion detection, etc. for cyber-attacks, Tactics, techniques, and procedures (TTPs) / Indicators of Compromise (IOCs). Gathering and reporting of security metrics. Assist in various projects: cybersecurity, forensic analysis, audits, risk assessments and penetration tests, etc. Monitor technology and cyber trends, news and emerging threats and regularly update team with findings. Assist in maintenance of cybersecurity-related policies, standards, guidelines and procedures. Other duties as assigned. Technology support-related: Assist in documenting technology process details and drafting of workflows diagrams. Perform follow-up on outstanding action items with respective action owners. Gathering and analyse data to perform reporting of process metrics. Perform technology support activities (e.g. maintenance asset inventory, perform Proof-of-Concept projects, etc.) Other duties as assigned. Qualifications & Requirements Experience with and/or a passion for cybersecurity and technology. Desire to make Hydra X's Product and/or Network secure. Attention to detail with an analytical mind and a good command of verbal and written in English. A team player with an open attitude to learn new things. Competency in using MS Excel and its functions for analytical, report preparation and job-related requirements. Must be currently enrolled student pursuing a STEM degree or graduate of STEM degree.",,https://sg.indeed.com/viewjob?jk=bfec2dabcafccce8&tk=1jfidbrmjiknm86u&from=serp&vjs=3
DevOps Intern,Activate Interactive Pte Ltd,Singapore 408600,Internship,"Activate Interactive Pte Ltd (""Activate"") is a leading technology consultancy headquartered in Singapore with a presence in Malaysia and Indonesia. Our clients are empowered with quality, cost-effective, and impactful end-to-end application development, like mobile and web applications, and cloud technology that remove technology roadblocks and increase their business efficiency. We believe in positively impacting the lives of people around us and the environment we live in through the use of technology. Hence, we are committed to providing a conducive environment for all employees to realise their full potential, who in turn have the opportunity to continuously drive innovation. We are searching for our next team members to join our growing team. If you love the idea of being part of a growing company with exciting prospects in mobile and web technologies that create positive impact on people's lives, then we would love to hear from you. What will you do? Assist in setting up and maintaining Infrastructure and CICD pipelines Help automate manual processes and tasks Support the monitoring and alerting systems Learn and apply DevOps best practices What are we looking for? Domain Skills: Scripting skills e.g. Python, Bash, JavaScript Understanding of networking Basic understanding of software development life cycle and version control systems Non-Domain Skills: Passionate about technology and eager to learn Strong problem-solving and analytical skills Good communication and teamwork abilities Education & Certificates: Currently pursuing a degree in Computer Science, Information Technology, or a related field AWS or Azure certification is a plus What do we offer in return? Activate Interactive Singapore is an equal opportunity employer. Employment decisions will be based on merit, qualifications and abilities. Activate Interactive Pte Ltd does not discriminate in employment opportunities or practices on the basis of race, colour, religion, gender, sexuality, national origin, age, disability, marital status or any other characteristics protected by law. Protecting your privacy and the security of your data are longstanding top priorities for Activate Interactive Pte Ltd. Your personal data will be processed for the purposes of managing Activate Interactive Pte Ltd's recruitment related activities, which include setting up and conducting interviews and tests for applicants, evaluating and assessing the results, and as is otherwise needed in the recruitment and hiring processes. Please consult our Privacy Notice (https://www.activate.sg/privacy-policy) to know more about how we collect, use, and transfer the personal data of our candidates. Here you can find how you can request for access, correction and/or withdrawal of your Personal Data.",,https://sg.indeed.com/viewjob?jk=9a36af15e15eabcb&tk=1jfidbrmjiknm86u&from=serp&vjs=3
AI Engineer Intern,CPO Pte Ltd,Singapore,"$1,250 - $1,700 a month -  Internship","Company CPO Pte Ltd dndts.com Designation AI Engineer Intern Date Listed 19 Dec 2025 Job Type Entry Level / Junior Executive, Experienced / Senior Executive Intern/TS Job Period Immediate Start, For At Least 6 Months Profession Engineering Industry Logistics Location Name 115 Airport Cargo Road, Singapore Address 115 Airport Cargo Rd, Singapore 819466 Map Allowance / Remuneration $1,250 - 1,700 monthly Company Profile At CPO PTE. LTD., we believe that data is the foundation of intelligent business decisions. Our mission is to help organizations unlock the full potential of their data through advanced analytics, transforming raw information into strategic insights that drive growth and innovation. Founded in Singapore, we've grown to become a trusted partner for businesses across various industries, providing tailored data solutions that address specific challenges and opportunities. Our team of data scientists, analysts, and industry experts combines technical expertise with business acumen to deliver results that matter. We're committed to staying at the forefront of analytics technology, constantly evolving our approaches to provide the most effective solutions. Beyond our technical capabilities, we pride ourselves on building lasting relationships with our clients, understanding their unique needs, and growing alongside them as trusted advisors in their data journey. Job Description AI Engineer Intern Location: Singapore • Type: Full-time, On-site About the Role We're looking for an AI Engineer Intern to help identify, prototype, and deploy AI-driven solutions across the company. You'll work with teams such as e-commerce, operations, and analytics to discover where machine learning, LLMs, and automation can meaningfully improve workflows and decision-making. This role focuses on applied AI, not traditional web or QA engineering. Responsibilities Identify business problems that can be improved with AI or machine learning Prototype and build AI-powered tools (e.g. LLM-based assistants, classifiers, recommendation systems, workflow automations) Develop and evaluate machine learning models or AI pipelines using real company data Integrate AI solutions into existing systems via APIs or internal tools Experiment with prompt engineering, model evaluation, and performance tuning Analyze model outputs and iterate based on accuracy, reliability, and business impact Document findings, experiments, and trade-offs clearly for non-technical stakeholders Collaborate with engineers and domain teams to productionize successful prototypes Requirements Technical Skills Currently pursuing a degree in Computer Science, Data Science, AI, or a related field Strong programming fundamentals in Python Familiarity with machine learning concepts (e.g. classification, regression, embeddings, evaluation metrics) Experience with or exposure to: ML / AI libraries (PyTorch, TensorFlow, scikit-learn, or similar) LLM APIs or frameworks (OpenAI, Anthropic, LangChain, LlamaIndex, etc.) Basic understanding of data handling (SQL, pandas, or similar) Ability to work with APIs and JSON-based services Familiarity with Git and basic software engineering practices Nice to Have (Not Required) Experience building AI agents, chatbots, or internal AI tools Exposure to vector databases (FAISS, Pinecone, Weaviate, etc.) Experience deploying models or services (Docker, simple cloud setups) Experience with prompt evaluation, hallucination mitigation, or model benchmarking Soft Skills Strong problem-solving mindset with curiosity about how AI applies to real business workflows Comfortable working with ambiguity and iterating through experiments Able to explain technical concepts and results clearly to non-AI stakeholders Self-directed learner who can explore unfamiliar tools and models independently Thoughtful about limitations, risks, and failure modes of AI systems Application Instructions TO APPLY, PLEASE EMAIL YOUR RESUME TO",,https://sg.indeed.com/viewjob?jk=1fc638e594bf5bea&tk=1jfidbrmjiknm86u&from=serp&vjs=3
Software Engineer / Web Developer - .NET,Websparks Pte Ltd,Singapore,,"You will play a vital role in our team, where you will be required to: Build web solutions, and Work closely with Project Managers and Technical Consultants to understand and manage expectations, as well as participate in the implementation and test effort. Requirements Develop systems using .NET Framework, particularly C#, ASP.NET MVC, and XML/XSLT Familiar with LINQ, Web API, javascript, jQuery, EntityFramework Database skills required: Microsoft SQL Server Experience in CMS software (e.g Sitefinity, Sitecore, DNN Evoq, or similar) Excellent communication and interpersonal skills Internships positions are also available. Interns do not need to have all of the qualifications or experience listed above, but should have a willingness to learn Interns should preferably be studying Digital Media, Computer Science, Computer Engineering or related fields",,https://sg.indeed.com/viewjob?jk=1035fe6d3948f0aa&tk=1jfidbrmjiknm86u&from=serp&vjs=3
Online Data Analyst - English Speakers,TELUS Communications,Remote,Freelance,"Are you detail-oriented with a passion for research and a good grasp of national and local geography? This freelance role lets you work at your own pace from home! Role Overview: Put your research skills to work improving the digital maps that millions of people rely on every day. You'll conduct web-based evaluations to verify data accuracy, compare information across sources, and ensure the mapping content powering global navigation services is precise and relevant—all while working from home on your own schedule! Requirements: Fluency in English Residency in Singapore for the past two years Familiarity with local business, media, sports, news, social media, and culture Ability to follow guidelines and conduct online research Flexibility to handle diverse tasks including maps, news, and audio Daily access to broadband internet, computer, and relevant software Willingness to work on a freelance basis Assessment: To join the program, you will complete an open book qualification exam and ID verification. We will provide guidelines and learning materials in advance, and you can complete the exam at your convenience within a specific timeframe. Why join the TELUS Digital AI Community? Flexibility: Work at your own pace from home Global impact: Be part of a 1million+ strong AI Community Innovation: Support machine learning models for world-leading brands Growth: No previous professional experience required Long-term opportunity: This is a part-time, long-term, independent freelance position Equal Opportunity: We welcome applicants of all backgrounds and are committed to diversity and inclusion. Selection is based on qualifications, merit, and performance. Apply today to join our dynamic and innovative team! Job Type: Freelance Benefits: Flexible schedule Work from home Work Location: Remote",Work from home; Flexible schedule,https://sg.indeed.com/viewjob?jk=67f8f80b3bdf0603&q=software&l=Singapore&tk=1jfidctu7h40g88b&from=web&advn=7855859473361157&adid=455380248&ad=-6NYlbfkN0DLGhruJTaFea2GYPkXfSL5tdPZ_B9tyNUdLQ45SCG_UnGc5bAnciMjUR-gqunNFT3JWYM9xrT1_Jrftj9ecxaQmJmDQw0_49Y6_NEfppqd9WibgFRCjJaFnc_Kk1FZeqroJHPbHKHmk3jvZS0f4fTk3-yiih4WVMybUZVfgvZf0iyFdJ68sKnqtVFewdRe3O3bI_5YZifu2UZBUrUbE5USv0Gv0GmPyPO4GO-62Gq0LgLAzAXU3wswrbLIxKglwhfJsR3gkvqk_bRYlJMLcx-J41jXf9bCr7dELZrkigiAhWVqTRrlr3zPUZqfo7pJUG4maAwkCzCnI1oI0T1le3PaaLO1m7moTwybvoGNlyoc5SUXjrrBdDcxJfQsiAtacxRwQI_S2cbUZq5iQn-EuD8jARiYe-7cayQmbBTQXLc6NuBAxeZYjz9jdIo-S4S_1ITZRsos14zv9t5vwM11bR6R5P_YnhM7g5zNBidKL33FJkNEX-3W01vJVeHpQT0UBZLhFtE-HWiIoSZ_FufwDanWIuDKgGYbVYA%3D&pub=4a1b367933fd867b19b072952f68dceb&camk=UoKtGZLa3XKYlRSps4sJUQ%3D%3D&xkcb=SoAQ6_M3oyS8H-y5Ux0LbzkdCdPP&xpse=SoCJ6_I3oyS7kLgZDj0PbzkdCdPP&xfps=2624e4df-701a-4e7d-8a28-445bb7426eea&vjs=3
Entry Level Software Engineer [Multiple vacancies],TALENTSIS PTE. LTD.,Singapore,"$4,800 - $6,500 a month -  Full-time","Key Responsibilities: Develop and maintain scalable web applications and backend services using Java and JavaScript-based technologies. Build RESTful APIs and microservices using Spring Boot and Node.js. Design responsive user interfaces using React.js and TypeScript. Work with SQL and NoSQL databases such as PostgreSQL, MongoDB, and ElasticSearch. Collaborate in an Agile development environment with cross-functional teams including DevOps, QA, and Product. Implement CI/CD pipelines and participate in DevOps practices using Docker and related tools. Ensure software quality through unit testing, code reviews, and automated testing. Troubleshoot issues and optimize application performance. Requirements: Bachelor's degree in Computer Science, Engineering, or a related field. 0-3 years of hands-on experience in software development. Preferred proficiency in Java and JavaScript , with experience in Spring Boot , Node.js , and React.js . Proficient in TypeScript , MongoDB , and SQL/NoSQL databases. Familiarity with Docker , ElasticSearch , and DevOps concepts. Experience working in an Agile/Scrum environment. Good understanding of system design, APIs, and microservices architecture. Strong analytical and problem-solving skills. Location: Primarily Bukit Merah; also AMK / Science Park depending on project requirements (EA Reg No: 20C0312) Please email a copy of your detailed resume to kayla@talentsis.com.sg for immediate processing. Only shortlisted candidates will be notified.",,https://sg.indeed.com/viewjob?jk=ce04137efdc62467&tk=1jfidd5kfi8mi802&from=serp&vjs=3&advn=179800443906298&adid=455206302&ad=-6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhEzjtva08LOL40sIQf2ldMPkBI0844FPNHKysslswwv65IRK5pSDIGJfczowQATcs4MHtbxmcal2Oi202TonckzfDZTtS5vwX2CCG7iR1yVc23PDjsOrobExCW8RWeEQJxueXwn5E2-qDKeyzjMznMait25fPX1kxGtF52ni0-8vey6x7dbL81ZW0oKkItlUfCJ0y5_HXrkdYox5Cog3kx7Wn_jf9WTJlSx8S39iKc8DoUmVaC0CENevsC3UzA_ZYKVS01zGMkIdVJ3jqw7tvO1ltHYZAUosaXWlpGBxqs94Dj7dOETq94bsCKA8qq78FCVcZRl69yfXYlhPT0hZkwWvkYvg16qU4dohxGG85HL1k7-IXQj4eVxcsM1nA-tInW6lgp3ixglSFW8l3JP_z80ojFeUEFEEf6PAuCSRbABIRvjPA3lv9AJlyZBMH3UIR6i_gZN6FIdGP3XCvascHE8Pc77Ciz62_4ZM074kzAAQkdevJAAs6ffg=&xkcb=SoCk6_M3oyS8H-y5Ux0KbzkdCdPP&xpse=SoCA6_I3oyS7bywE050PbzkdCdPP&sjdu=dtXADpuwviNwHAcP_0C2om8en-HeGVEjgyadgTLktddrtJ6Dag86LazkVhe98S3GqcZOXn3pX1LmLpdNuutpcNfUAdLLZJaqdT0_etFlau8hxNShHRSou7xZQz02SvGX02xUck_uXqVPDtFdlsdX__e_AsY88zVfDHaGK3t6sMwIL1QfiMAdllAxF7irDN3TEUcormCS_eTgm_a_RHxP01nd8BIKSWNZdFa_Keq1L3KMFI-CHRxLWV4X6TLmfIe0u3hxNvIMn0bYc51KrjjkGA
Junior Software Engineer,Synpulse,Singapore,"$4,000 a month -  Permanent, Full-time","Are you excited about transforming the way we bank by using the latest technology? We are too! Your Growth Unleashed Where your journey begins and your potential shines At Synpulse, we don't just consult – we transform. As a leading global management and technology consultancy with Swiss roots, we empower financial institutions to navigate change and seize new opportunities. Since 1996, we've been shaping the future of financial services by delivering cutting-edge expertise in strategy, operations, and technology to banks and insurers worldwide. What sets us apart is our people. At Synpulse, we cultivate a collaborative, high-impact culture where initiative and creativity are valued. With 21 offices across Europe, the Americas, and Asia-Pacific, we bring together diverse perspectives and talents. We believe innovation thrives where everyone feels they belong and can contribute. Our core values – Embrace, Drive, Achieve – shape how we work and evolve. We don't just offer jobs – we offer the chance to develop, make an impact, and be part of a team that's redefining the future of financial services. Are you excited about transforming the way we bank by using the latest technology? We are too! About the job: Software development, solution design, and testing of internet banking and mobile banking systems Implementation of new and maintenance of existing functionality Integration with other third-party application and core banking systems Development based on guidelines and standards Close collaboration with stakeholders to ensure fit-for-purpose end-to-end functionality Work closely with team members and provide active contribution to build up the new team Participate in end-to-end project lifecycle Travel might be required for education purposes or specific project activities About you: Degree holder in Computer Science or Computer Engineering Open for fresh graduates At least 1 year of Avaloq working experience is an advantage Advanced knowledge of at least one higher programming language and object-oriented concepts Advanced knowledge of relational database systems (Oracle, PL/SQL) Experience with web-oriented technologies is an advantage (JavaScript, HTML, XML, CSS) Experience with Angular JS is an advantage Analytical, structured, and efficient way of working Interested in banking and financial industry Can fluently speak and write in English Entrepreneurial spirit Our people are our most valuable asset. They drive our growth and anchor our success. They are experts, thought leaders, and trusted partners of our global clients. The Synpulse OneSpirit is reflected in our people and unrivaled culture of collaboration, inclusion, entrepreneurship, and fun. We are good corporate citizen in our communities, and we celebrate success together with our Synpulse crypto token. Why us: Want to transform what banking means with you! Are inclusive and diverse Will guide you Are committed to creating a flexible, supportive work environment that helps you effectively manage your work and family commitments Embrace innovate-thinking and entrepreneurship in everything we do Are award winning and known for our commitment to outcomes Apply the latest tech and new ways of working Support your personal growth Your documents to start the process: Your link to your git/code repo A short summary of you Resume or CV We look forward to hearing from you soon. Should you have any queries, feel free to contact our local HR representative.",,https://sg.indeed.com/viewjob?jk=d803d60ff10e230a&tk=1jfidd83i2bd1002&from=serp&vjs=3&advn=474131205272072&adid=450702833&ad=-6NYlbfkN0Bj-xBWVmzs7UIwFa-9Zm6MwNuQFkwLehssDYDaWnvIcSXfevFRJtEoSmJdA5ChYcg4DPqR36fDkXAFW6zDpnylSIkXOjpGL5F-KcP2S1mwAD2j_cd_2VN6TyjtQLtfe-_LuEB8IcUmV0YU4EJ-Lzx9UqM0omU25DLBpjlMHAekfNQ0I4orNNqn2loKEY-BJQPaGkRRyHyHGP9EZtPO-5H_IwNck4za6rHgeS24x929tS_a2XFf-it68nQsH_FmSUi_A8Vj16jZekAM9Cxbqq1ZSDkM5aNC4WL0yT0j9IV6EQegPddAlMLwdGMS0WVTtzsKtpUJ5fo3XmIbqpxeujy228aFx7kFwov8doU5hpIT5LTM2m36n69QMZFEs6YGaS548Q64GUt1TujMVPmXB11eYw5HC-_yCQO-U1D-9epOMX_JuIhXNSaIuuRcH-_mfQAHBvmK2ipXTjt3q6Zbx5brfTurxo53xI0zOsLIH-a2vSVVhyEC7KcNDNIlhruWNxCv4jN1-H0eYeuJDOCnEckw&xkcb=SoA56_M3oyS8H-y5Ux0JbzkdCdPP&xpse=SoA96_I3oyS62MADaj0PbzkdCdPP&sjdu=FyYlpuC9vL6t4T32fVKLZFhgSTJbmsDU0OGKe3aq4m4OckHxG3RlJb6sR_BH_BQ63lHwZCGl1sJXX-LTAjhz4TRez0TBxYnvcNu0GssSh-fhwTZJ9bbclBPC0b8CKlr-qui7l3CLiSLqr8sKZ0x1LSPEo90g2SiwbFhOeguCg8yaNXhSA8UYUslsR5o2OjugyYVZaeYKFLXGP-TNS6NhQTsJq1K9HCpiBXdzGOoJM300Nm_SJd9fWSAsMFSKnXIb
Fullstack Software Developer (AI Company),Cynapse,Singapore 139951,"$4,000 - $8,000 a month -  Permanent, Full-time, Freelance","About Cynapse Cynapse is a leading Agentic AI software company specializing in enterprise-grade Video Intelligence Solutions Powered by Agentic AI, tailored to meet the unique challenges of various industries. Our vertical-specific solutions empower organizations to enhance safety, operational efficiency, and security in complex environments such as roads, seaports, airports, and cities. Led by a global team with a proven track record of scaling startups into market leaders, we foster innovation, collaboration, and diverse perspectives. Headquartered from US, Cynapse serves clients worldwide, redefining what's possible with video intelligence. We are seeking a talented and highly motivated Full Stack Developer to join our AI Product and LAB group which is researching and developing a cutting-edge Agentic Vision AI platform. You will conform to high standards of code and design, working in a cutting-edge, agile, and professionally challenging environment. Responsibilities · Own end-to-end delivery including testing and bug fixing · Participate in architecture and system design activities · Be deeply hands-on in code and follow software development best practices · Work in an Agile environment (using SCRUM) Qualifications · At least 3 years of experience as a Full-Stack developer · At least 1 year of experience with Back-End development · At least 1 year of experience as a Front-End developer · Strong experience with one Object-oriented backend ecosystem (.Net8, Java/Spring, C++…) · Proficiency in front-end development using Typescript (React, Vue, or Angular) · Experience with Agentic AI concepts and tech is a strong advantage · Experience in working with/for a lab or an innovation group is an advantage Personal Competencies · Innovative, motivated, and a quick learner · Ability to work well in a small team and take end-to-end ownership of problems and their resolution · Attention to detail · Curiosity and strong passion for advanced technology Benefits · Competitive base salary and a generous stock option package · Unique opportunity to work with a talented global team on cutting edge technologies · Exciting work environment with flexible hours · Health insurance · Professional development Due to the nature of the role, the position is considered only for candidates who are already based in Singapore. Job Type: Full-time Benefits: · Health insurance · Professional development Schedule: Monday to Friday Supplemental Pay: · 13th month salary · Performance bonus Work Location: In person Job Types: Full-time, Permanent, Freelance Pay: $4,000.00 - $8,000.00 per month Benefits: Health insurance Professional development Experience: Frontend / Full-stack developer: 2 years (Preferred) Work Location: In person",Professional development; Professional development assistance; Health insurance; Flexible schedule,https://sg.indeed.com/viewjob?jk=b819fd3421d0f785&q=software&l=Singapore&tk=1jfidctu7h40g88b&from=web&advn=8534976765518845&adid=456066259&ad=-6NYlbfkN0DsnLiqAkzjEOuttT1FqqXj3UKK-cxoENRXb_k6ETglwH8rj0W-cfYbfiEDEw6DF9s7idaQSCsRySCD_9lFmm6iu3htbxnyA7wUM_cJWLa56CysYb377oVy1LnSDb39bM3pkyr0Q5RQ-jloUTYEuFqwGafDZ42s_YCNmgvmuRFDyFhSSkdR4JJ8ApckyP5dLq89nDAAp_bJHAgpazCEM7dowdHZQgNH8rHnqZ4AeN_UUhad_fFL8Diwq6e79bE3nWNs3vf6964-2P5AjBKoJ6dbzEi4lCOHWoJA5lLr8o_jcauKuYWSFNgyer_q9dwXliZL4M89UdHmm1JGJtUj5whmOVlCP4WfES6dypyW_QdA0B0t7-LjcmIuXL0bvOLJjqJ0ZrwqZQlrp4pw86BjCXGkk6u_d84OgG9Pc3FikkcAJWRWsqzgQT82J6iXkSD-3zcKAB1KdY9-Xg42asr9-8jzBhxhMOgS2nQr43N-DY26H405rEA79M5zeN8y89DTNHEVPArF_rn2H6g4mo-zlqw7CyMHHd2Sgag%3D&pub=4a1b367933fd867b19b072952f68dceb&camk=UoKtGZLa3XLv9H3nQhn3iQ%3D%3D&xkcb=SoCN6_M3oyS8H-y5Ux0IbzkdCdPP&xpse=SoBu6_I3oyS6stzIyp0PbzkdCdPP&xfps=9758ce64-b959-4853-82b9-e1bd6c531b4b&vjs=3
