Title,Company,Job ID,Location,Employment Type,Job Level,Experience,Category,Salary,Applications,Posted Date,Closing Date,Response Time,Roles & Responsibilities,URL
Business Process Analyst /  Project Manager,WIPRO LIMITED (Singapore Branch),MCF-2026-0068219,Islandwide,"Permanent, Full Time",Professional,8 years exp,Information Technology,"$9,000to$12,000Monthly",36 applications,Posted 12 Jan 2026,Closing on 11 Feb 2026,,"Wipro Limited is a leading global information technology, consulting and business process services company. We harness the power of cognitive computing, hyper-automation, robotics, cloud, analytics and emerging technologies to help our clients adapt to the digital world and make them successful. A company recognized globally for its comprehensive portfolio of services, strong commitment to sustainability and good corporate citizenship, we have over 220,000 dedicated employees serving clients across six continents. Together, we discover ideas and connect the dots to build a better and a bold new future. Business Process Analyst/ Project Manager As a Business Process Analyst/Project Manager, you are responsible for interfacing with clients for functional requirements management and business process analysis and improvement. You will also manage mid-size projects/initiatives or co-ordinate with program managers to support large complex programs. Roles & Responsibilities: Requirements management and analysis. Business process analysis, documentation and mapping. Process improvement and solution building. Excellent verbal and written communication. Must be able to prepare presentations to share findings and ideas with senior client stakeholders. Interaction with external suppliers and help define a process improvement and product feature roadmap. Cross functional stakeholder co-ordination. Project management & co-ordination. Requirements: A bachelor’s degree in business or related field or an MBA. A minimum of 5 years experience in business analysis or a related field and total of 8-10 years of PM. Exceptional analytical and conceptual thinking skills with a mind set for continuous process improvement. The ability to influence stakeholders and work closely with them to determine acceptable solutions. Working in Agile environments is a plus. Agile/Scrum Certification is preferred. Business Analysis/Project Management/Six Sigma Certification is a plus. Knowledge of Supply Chain Management , Logistics experience is a must have. Experience with consumer electronics prototypes is nice to have. Experience with Oracle Supply Chain systems for SCM/Logistics is desirable. We thank all applicants for your interest but regret to inform that only shortlisted candidates would be notified. We are an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, caste, creed, religion, gender, marital status, age, ethnic and national origin, gender identity, gender expression, sexual orientation, political orientation, disability status, protected veteran status, or any other characteristic protected by law.",https://www.mycareersfuture.gov.sg/job/information-technology/business-process-analyst-project-manager-wipro-566adc8456aafedca9b8f55017895447?source=MCF&event=SuggestedJob
Manual Tester,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,MCF-2026-0054207,"GUOCO TOWER, 1 WALLICH STREET 078881",Contract,Executive,1 year exp,Information Technology,"$4,000to$5,500Monthly",71 applications,Posted 09 Jan 2026,Closing on 08 Feb 2026,Typically Replies in 30 Days,"Key Responsibilities: Prepare test cases/test artefacts taking guidance from the functional specifications or user story Prepare Requirement Tracability Matrix Prepare test data using tools such as SQL scripts Execute both manual and automaed test scripts Analyse test results to predict user behaviour, identify bugs and suggest solutions to minimise problems Document and produce daily test report Coordinate and liaise with Business Analysts and Developers Assist business users in performing User Acceptance Test Execute automation test cases Qualifications: Bachelor’s degree in Computer Science, Information Technology, or a related field. 1 years of experience in software testing Experience with test management tools (e.g., JIRA, TestRail, etc) and automation tools (e.g., Tosca, Selenium, etc). Excellent analytical, problem-solving, and decision-making skills. Strong communication skills, both written and verbal.",https://www.mycareersfuture.gov.sg/job/information-technology/manual-tester-manpower-staffing-services-3a37d780c46745170b35241a4af766fc?source=MCF&event=SuggestedJob
Business Analyst,VIRTUSA SINGAPORE PRIVATE LIMITED,MCF-2026-0089080,"ESR BIZPARK @ CHANGI, 8 CHANGI BUSINESS PARK AVENUE 1 486018",Full Time,Professional,4 years exp,Information Technology,"$6,000to$12,000Monthly",76 applications,Posted 14 Jan 2026,Closing on 28 Jan 2026,Typically Replies in 30 Days,"BUSINESS ANALYST RESPONSIBILITY • Drive product outcomes by delivering actionable insights. • Conduct market analyses to identify problem space and opportunity size. • Evaluate existing solutions to identify unique opportunities or areas of synergies. • Conduct user interviews and gather insights to inform formulation of problem statement. • Define key success factors, identify relevant metrics, and build dashboards to track metrics. • Analyse results post- release to identify areas of improvement. • Analyse impact of requested changes, assess reasonableness of resource requirements. EXPERIENCE AND SKILLS NEEDED • Proven record of collecting and synthesizing data to derive actionable insights. • Excellent written and verbal communication skills to pitch ideas and influence stakeholders. • End to end experience working with product team to build products. • Ability to work effectively and independently under pressure and prioritize effectively to meet tight deadlines. • Computer science, product management related degrees or diplomas are a plus",https://www.mycareersfuture.gov.sg/job/information-technology/business-analyst-virtusa-singapore-7f8607c8d48a4a0b09d74f28120c5056?source=MCF&event=SuggestedJob
"Software Engineer, Internship",PALANTIR TECHNOLOGIES SINGAPORE PTE. LTD.,MCF-2026-0089614,"ASIA SQUARE TOWER 2, 12 MARINA VIEW 018961",Internship/Attachment,Fresh/entry level,1 year exp,Engineering,"$8,500to$8,500Monthly",69 applications,Posted 14 Jan 2026,Closing on 28 Jan 2026,,"A World-Changing Company Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more. The Role Software Engineers at Palantir build software at scale to transform how organisations around the world use data. As a Software Engineer Intern, you’ll have an opportunity to grow more quickly than you ever envisioned, as you contribute high-quality code directly to Palantir Gotham, Palantir Foundry, or Palantir Apollo: products that are deployed at some of the most important institutions across the public and private sectors. You'll create features used by research scientists, aerospace engineers, intelligence analysts, and economic forecasters, in countries around the world. Palantir's Product Development organisation is made up of small teams of Software Engineers, each focusing on a specific aspect of a product. For example, you might join a team that builds a Foundry front-end application, or a component of the Gotham release infrastructure. We encourage communication and collaboration among teams to share context, skills, and experience, so you'll learn about many different aspects of each product. Core Responsibilities As a Software Engineer, you are involved throughout the product lifecycle - from idea generation, design, and prototyping to execution and shipping while also being paired with a mentor dedicated to your growth and success. You'll collaborate closely with technical and non-technical counterparts to understand our customers' problems and build products that tackle them. One of the most effective ways to understand what our users need is to meet them. You may receive an opportunity to tour the assembly line at an auto-manufacturer or join a counter-terror analyst at their desk to really understand their mission and difficulties. SWE principles include: • Ownership: We see projects through from beginning to end in spite of obstacles we may encounter. • Collaboration: We work internally with people from a variety of backgrounds — such as other Software Engineers, Product Managers, Designers and Product Reliability Engineers. We also partner with our business development teams (Forward Deployed Engineers, Deployment Strategists) in order to understand and solve our customers' problems. • Trust: We trust each other to effectively handle time and priorities, and don't micromanage. We want people to have the space to think for themselves, while feeling supported by their team. Technologies We Use It doesn’t matter what languages you know when you join us, but it does matter that you can write clean, effective code and learn new languages quickly. Our software is constantly evolving, so we need engineers who can do the same. Alongside peers that bring diverse experience - whether you’re a former university TA, switched to CS recently, or are a hackathon enthusiast — you'll build your skills to apply the best technology to solve a given problem. Right now, we use: • Varying languages, including Java and Go for backend and Typescript for frontend • Open-source technologies like Cassandra, Spark, Elasticsearch, React, and Redux • Industry-standard build tooling, including Gradle, Webpack, and GitHub What We Value Ability to communicate and collaborate with a variety of individuals, including engineers, users and non-technical team members. Willingness to learn and make decisions independently, and the ability to ask questions when needed. What We Require Engineering background in fields such as Computer Science, Mathematics, Software Engineering, and Physics. Familiarity with data structures, storage systems, cloud infrastructure, front-end frameworks, and other technical tools. Experience coding in programming languages, such as Java, C++, Python, JavaScript, or similar languages. Must be planning on graduating in 2027. This should be your final internship before graduating. To apply, please submit the following: An updated resume / CV - please do so in PDF format. Thoughtful responses to our application questions. Palantir is particularly interested in applicants who have a current right to work in Singapore, and we encourage Singapore citizens to apply. Salary The estimated salary range for this position is estimated to be $8,500 SGD/month. Further note that total compensation for this position will be determined by each individual’s relevant qualifications, work experience, skills, and other factors. This estimate excludes the value of any benefits offered; and the potential future value of any long-term incentives. Life at Palantir We want every Palantirian to achieve their best outcomes, that’s why we celebrate individuals’ strengths, skills, and interests, from your first interview to your longterm growth, rather than rely on traditional career ladders. Paying attention to the needs of our community enables us to optimize our opportunities to grow and helps ensure many pathways to success at Palantir. Promoting health and well-being across all areas of Palantirians’ lives is just one of the ways we’re investing in our community. Learn more at Life at Palantir and note that our offerings may vary by region. In keeping consistent with Palantir’s values and culture, we believe employees are “better together” and in-person work affords the opportunity for more creative outcomes. Therefore, we encourage employees to work from our offices to foster connectivity and innovation. Many teams do offer hybrid options (WFH a day or two a week), allowing our employees to strike the right trade-off for their personal productivity. Based on business need, there are a few roles that allow for “Remote” work on an exceptional basis. If you are applying for one of these roles, you must work from the city and or country in which you are employed. If the posting is specified as Onsite, you are required to work from an office. If you want to empower the world's most important institutions, you belong here. Palantir values excellence regardless of background. We are committed to making the application and hiring process accessible to everyone and will provide a reasonable accommodation for those living with a disability. If you need an accommodation for the application or hiring process, please reach out and let us know how we can help.",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-internship-palantir-technologies-singapore-24ce1dc9f0e54975eab2563146ba0a57?source=MCF&event=SuggestedJob
"Desktop Engineer at Ang Mo Kio (Shuttle Service provided), Up to $4,500 + PB + Annual Increment (Office hours)",SUCCESS HUMAN RESOURCE CENTRE PTE. LTD.,MCF-2026-0056920,Islandwide,"Contract, Full Time",Executive,1 year exp,Information Technology,"$4,000to$4,500Monthly",60 applications,Posted 09 Jan 2026,Closing on 08 Feb 2026,,"- 2 years contract (with chance of extension or conversion to perm) - Up to $4,500 + PB + Annual Increment - Mon – Fri: 8am - 5.30pm - Ang Mo Kio (Shuttle Service provided from Yio Chu Kang MRT) Job Responsibilities: We are seeking a proactive and service-oriented Desktop Engineer to join our IT support team. The ideal candidate will provide on-site helpdesk support, troubleshoot technical issues, and coordinate with vendors, contractors, and clients to ensure smooth IT operations. This role requires a strong foundation in IT support, basic networking knowledge, and a willingness to learn and work independently. ​Provide on-site helpdesk support for end-users, including troubleshooting network, hardware, software, and peripheral issues. Liaise with vendors, contractors, and clients to resolve IT-related issues and support project implementation. Install, configure, and maintain desktop and laptop systems, printers, and other IT equipment. Maintain accurate documentation of issues, resolutions, and system changes/upgrade Assist in IT projects such as system upgrades, office relocations, and new deployments. Ensure compliance with IT policies and procedures. Conduct Standard Client system setup, patching, configuration and troubleshooting Perform Active Directory domain and GPO system administration Perform IT Assets management, IT procurement administration, and maintenance contract management. Conduct end user training / briefing Period: 2 years contract (with chance of extension or conversion to perm based on performance and headcount needs) Location: Ang Mo Kio (Shuttle Service provided from Yio Chu Kang MRT) Working hours: Mon – Fri: 8am - 5.30pm Salary: Up to $4,500 + PB + Annual Increment Job Requirements: Minimum Diploma in relevant discipline Minimum 1–2 years of relevant experience in desktop support or IT helpdesk roles. Basic networking knowledge (e.g., IP addressing, DNS, DHCP, LAN/WAN troubleshooting). Interested applicants, kindly email your detailed resume (MS Word format is preferred): faiza@successhrc.com.sg (Reg No: R24124163) Please ensure that applications sent through email are no bigger than 1Mb. We thank all applicants for your interest but regret to inform that only shortlisted candidates would be notified. Success Human Resource Centre Pte Ltd (EA License Number: 97C4832) 160 Robinson Road, #13-07/08/09 SBF Center, Singapore 068914 T: 6337 3183 | W: www.successhrc.com.sg",https://www.mycareersfuture.gov.sg/job/information-technology/desktop-engineer-ang-mo-kio-4500-pb-annual-increment-success-human-resource-centre-12a41a7dc25927664a7d73e5354beaa4?source=MCF&event=SuggestedJob
EUC Engineer - Project management (Cluster Office),SYNAPXE PTE. LTD.,MCF-2025-1969740,1 NORTH BUONA VISTA LINK 139691,"Permanent, Full Time",Professional,5 years exp,Information Technology,"$6,000to$8,300Monthly",71 applications,Posted 23 Dec 2025,Closing on 22 Jan 2026,Typically Replies in 30 Days,"Position Summary: The EUC Engineer provides technical support to end users on various technical issues and problems relating to hardware and software. He/She responds, documents and resolves service tickets in a timely manner and according to Service Level Agreements. He/She creates new report templates and formats for new analysis. He/She interacts with cross functional teams, understands support requirement, performs ad-hoc root cause analysis, develops checklists for typical problems and defines methods for issue resolution and prevention. He/She understands the service level requirements and strives for continuous service improvement by providing quality technical support to end users. He/She is able to identify interdependencies when analysing problems and developing creative solutions. He/She is responds to provide cloud infrastructure support to users. He/She to perform cloud infrastructure monitoring, areas of improvement to help streamline operations, troubleshoot system issues and failures and find tuning systems to ensure optimal performance. Roles & Responsibilities: BAU Support: · Diagnosing and resolving hardware, software, and network issues for end-users. · VIP support · Level 3 support and handle vendor IT team. · Enhance on the BAU gaps with automation methodologies. System Management: · Maintaining and optimizing end-user devices, including computers, laptops, and mobile devices. · Periodical system support such as patching. · Oversee integration, compatibility and continuing operations of systems to ensure minimal disruption. Software Deployment and Management: · Installing, configuring, and updating software applications used by end-users. Security and Compliance: · Ensuring the security of end-user devices and data, implementing security policies and best practices. Project Implementation: · Participating in projects related to end-user computing, such as deploying new technologies or migrating to new platforms. · Liaise closely with vendors in project implementation, application testing, supporting application patches and upgrades in accordance with project methodologies and policies. · Proper keep tracks all projects schedule to ensure project on track. Reporting and Documentation: · Creating and maintaining documentation related to end-user computing, including knowledge base articles and procedures. · Provide monthly report and ensure all data accuracy · Monthly presentation to stake holders MDM Administration & Support: • Administer and maintain MDM platforms (e.g., Microsoft Intune, Jamf). • Configure and enforce device compliance policies, security settings, and application deployment. • Manage device enrollment (Supervised and Managed modes), provisioning, and de-provisioning. • Monitor MDM dashboards and generate reports on device compliance and health. Mobility Deployment: • Coordinate large-scale mobile device rollouts across clusters/agencies. • Ensure client installation and configuration on mobile endpoints. • Work with vendors and internal teams to ensure timely deployment and support. • Provide Level 2/3 support for mobile device issues, including OS updates, app issues, and connectivity. Security & Compliance: • Enforce mobile security policies (e.g., encryption, remote wipe, lost mode). • Support audit and compliance requirements related to mobile device usage. • Maintain documentation for MDM configurations, SOPs, and deployment guides. Stakeholder Engagement • Liaise with business units to understand mobility needs and provide technical guidance. • Conduct training and onboarding sessions for end-users on mobile device usage and policies. • Collaborate with cybersecurity, network, and application teams for integrated mobility solutions. Qualifications/ Requirements: Possess a Bachelor Degree in IT / computer engineering At least 4-5 years of experience in managing project management and IT operations and support, EUC and Application support in different agencies or government sectors At least 1-2 years of supervisory experience Able to handle high volume of users and VIP users Strong vendor and stakeholder management Have prior technical knowledge on End User Computing technologies, not limited to Desktop Endpoint Management, Win10 / 11 Security Patch Management, Asset Management, GPO policy management, Active Directory Administration, SCCM administration (plus point) Stationed or rotation around in hosipital/ Polyclinic/ Agencies sites, must be comfortable in travelling within Singapore",https://www.mycareersfuture.gov.sg/job/information-technology/euc-engineer-project-management-synapxe-41903ac4cf8d902b91c41b2df7bad988?source=MCF&event=SuggestedJob
Senior IT Engineer (Windows  / O365) - Immediate only,GMP TECHNOLOGIES (S) PTE LTD,MCF-2025-1863454,Islandwide,"Permanent, Full Time",Executive,8 years exp,Information Technology,"$7,000to$8,500Monthly",73 applications,Posted 06 Jan 2026,Closing on 05 Feb 2026,Typically Replies in 30 Days,"Responsibilities: Provide local, regional and global operations and systems/applications administration support including backup, account management, workflow, log analysis, enterprise application support, troubleshooting and service optimization Support and manage IT services at multiple regional sites with other IT team members Develop business relationships and actively work with the Global IT team to ensure successful implementation and support of project efforts Support local and regional incidents, facilitate resolution in concert with the IT Service Desk, escalate priority issues as needed, provide proactive training on IT services, and resolve local issues that require on-site assistance. Work with local department managers and IT staff to analyze and resolve problems associated with technical issues, and recommend solutions for changing needs. Requirements: Degree in Information Technology, Computer Science or Engineering or equivalent. 5 to 8 years of experience supporting Information Technology server operation in Windows environment, preferably with ITSM experience Administration experience with Microsoft technologies (Office365, AD, Server, Client OS, SCCM, AutoPilot, VMWare, Windows Powershell), backup solutions, and Cisco networking configurations (ACL, Firewall). Cloud experience will be advantageous (AWS/ Azure) For more information, please visit to www.gmprecruit.com and search for Job Reference: QWV7V6Y9 We regret that only shortlisted candidates will be notified. GMP Technologies (S) Pte Ltd | EA Licence: 11C3793 | Tang Lee Ling | Registration No: R1106845 This is in partnership with the Employment and Employability Institute Pte Ltd ( e2i ). e2i is the empowering network for workers and employers seeking employment and employability solutions. e2i serves as a bridge between workers and employers, connecting with workers to offer job security through job-matching, career guidance and skills upgrading services, and partnering employers to address their manpower needs through recruitment, training, and job redesign solutions. e2i is a tripartite initiative of the National Trades Union Congress set up to support nation-wide manpower and skills upgrading initiatives. By applying for this role, you consent to GMP Technologies (S) Pte Ltd s PDPA and e2i s PDPA.",https://www.mycareersfuture.gov.sg/job/information-technology/senior-engineer-immediate-gmp-technologies-83647d6a803685cab8d3007898908f62?source=MCF&event=SuggestedJob
IT Analyst,ALS RECRUIT PTE. LTD.,MCF-2026-0018395,"REPUBLIC PLAZA, 9 RAFFLES PLACE 048619",Full Time,Executive,1 year exp,Information Technology,"$4,600to$5,000Monthly",37 applications,Posted 05 Jan 2026,Closing on 04 Feb 2026,,"An international law firm in Singapore is looking for a IT Analyst, responsible for providing expert technical support, maintaining critical firm infrastructure, and contributing to the deployment of new legal technologies and security protocols across our global network. Key Responsibilities: Act as the first and second-line point of contact for all IT-related issues (hardware, software, network, remote access, telecommunications) within the Singapore office, ensuring rapid resolution and minimal disruption to legal operations. Monitor, maintain, and troubleshoot local servers, networking equipment, desktop environments, and mobile devices, adhering to global IT standards. Provide support for core legal and business applications Assist in the implementation and enforcement of firm-wide IT security policies, including data protection, encryption, and adherence to legal regulatory requirements. Onboarding & Training: Configure new user devices, set up accounts, and conduct training for new hires on firm applications and IT best practices. Qualifications & Experience A minimum of 2 years of experience in an IT Support or Analyst role, preferably within a professional services environment (Law Firm, Finance, Consulting) Experience supporting legal-specific applications and familiarity with IT Service Management systems and best practices. Strong verbal and written communication skills in English, with the ability to explain complex technical issues to non-technical staff. A relevant diploma or degree in Information Technology, Computer Science, or a related field. To apply online please use the 'apply' function, alternatively you may send an email to j.ong@alsrecruit.com (EA: 16S8075/ R2090612)",https://www.mycareersfuture.gov.sg/job/information-technology/analyst-als-recruit-7c38ca67d83fe178e3a7711c54b880b4?source=MCF&event=SuggestedJob
SAP Project Manager,TRINITY CONSULTING SERVICES PTE. LTD.,MCF-2026-0019619,Islandwide,Full Time,Professional,10 years exp,Information Technology,"$9,000to$13,000Monthly",34 applications,Posted 05 Jan 2026,Closing on 04 Feb 2026,,"· Minimum 10+ years of experience in SAP · Must have worked in local or foreign banks · Must have implemented full end to end projects for SAP ERP, Financial Consolidation and Reporting, Enterprise Budgeting and Forecasting · Must understand financial data · Able to perform deep dive impact assessment, detailed data analysis and data profiling · Able to facilitate and drive workshop discussions with business and tech teams · Strong communication skills, i.e., preparing high-quality & concise presentation slides to senior management · Strong stakeholders engagement skills",https://www.mycareersfuture.gov.sg/job/information-technology/sap-project-manager-trinity-consulting-services-623876673b58f97f4502b2202abc77c3?source=MCF&event=SuggestedJob
Project Coordinator  /  PMO,HELIUS TECHNOLOGIES PTE. LTD.,MCF-2026-0036289,Islandwide,Contract,Professional,6 years exp,Information Technology,"$5,500to$7,000Monthly",33 applications,Posted 07 Jan 2026,Closing on 21 Jan 2026,Typically Replies in 30 Days,"Job Responsibilities Role :Project Coordinator / PMO The candidate will be a member of the PMO Office in Singapore. The role is to provide support on IT financials, personnel on-off boarding, contract management, invoice processing and other administrative function for the IT department. IT Financials Handle invoice processing; verification of timesheets and invoices Oversee month-end time booking process and work with various IT functions to ensure timely, accurate and complete time bookings. Support other key financial activities and reporting (e.g. accruals, cost allocation) and handle ad-hoc queries. Support Project Leads on resource forecasting activities Personnel On/Off-boarding Work with various IT Managers, vendors and HR to ensure that resources are On/Off-boarded timely and in line with standards and policies. Contract Management Responsible for maintenance of the global contract database Support the contract maintenance renewal process and other contract administration activities. Assist and provide support on periodic management reports. Support other departmental administration, IT events and other initiatives. Project Management Support Skills Requirements of the Role Professional and Technical Basic knowledge of Singapore financial accounting standards Proficient in Excel Knowledge of Access and VBA macro an advantage Good communication skill Organised, systematic and meticulous ************************************************************************************ Interested candidate please share your updated copy of resume at ashwani@helius-tech.com ********************************************************************************** Ashwani - Licence No: R1114530 Helius Technologies Pte Ltd - (Licence No: 11C3373)",https://www.mycareersfuture.gov.sg/job/information-technology/project-coordinator-pmo-helius-technologies-0d2d1b0894d373b23ac642eb5e738a8e?source=MCF&event=SuggestedJob
Software Test Engineer,HYUNDAI MOTOR GROUP INNOVATION CENTER IN SINGAPORE PTE. LTD.,MCF-2026-0044488,2 BULIM LINK 649674,"Permanent, Full Time",Professional,4 years exp,Sciences / Laboratory / R&D,"$4,000to$8,000Monthly",32 applications,Posted 08 Jan 2026,Closing on 22 Jan 2026,Typically Replies in 30 Days,"Your Mission This position will be responsible for driving strategic direction and operational excellence for our Software Defined Factory (SDF). This is a great opportunity to apply your talent in software QA, testing the CI/CD pipeline and DevOps . The ideal candidate will have strong programming skills in with expertise with modern testing frameworks like Selenium, Playwright, & deep experience with CI/CD pipeline integration. What To Expect [Technical DevOps] Establish and enforce robust testing frameworks, combining manual and automated testing to ensure product quality, compliance, and reliability. Design and develop automated test scripts that validate functionality without manual intervention Build and maintain automated test suites using modern frameworks (Selenium, Playwright etc) Execute comprehensive QA tests across databases, networks, applications, systems, & software Perform regular automated testing cycles and regression tests as part of CI/CD pipeline processes Create test data setup and cleanup scripts for testing environments Champion risk-based testing methodologies to proactively identify vulnerabilities, mitigate risks, and prevent defects early in the development cycle. Work closely with development, DevOps, and operations teams to integrate testing seamlessly into CI/CD pipelines and across the software development lifecycle (SDLC). [Process Improvement & Analysis] Locate bugs and quality issues across business, development, and service-level IT processes Review test results and document any defects found during testing Present quality metrics and testing reports to stakeholder teams [Technical Implementation] Drive innovation in QA by implementing AI-driven test automation, predictive analytics, and modern verification strategies to boost testing efficiency and accuracy. Define and configure automation tools and frameworks to enhance testing capabilities, maintain and optimize existing tools Develop performance and load tests to validate system scalability [Documentation & Standards] Create comprehensive test plans and automation guidelines Establish testing best practices across development teams Update test documentation to reflect current processes and procedures Ensure compliance and security testing requirements are met through automation [General] Work and collaborate with development teams, DevOps team members during agile sprint planning to manage and identify testing QA requirements. Participate in agile ceremonies including stand-ups, retrospectives, and sprint planning Coordinate with product owners/end users to validate requirements and acceptance criteria Partner with infrastructure teams to optimize test environment management Mentor development teams on automation best practices and conduct training sessions What You'll Bring 4+ years of hands-on experience in quality assurance, testing methodologies, and system validation. 3+ years experience with CI/CD pipelines and automated testing integration, and testing tools (Jira, and other SaaS products) Strong understanding of Agile, DevOps, and CI/CD practices, including test automation frameworks and tools. Strong programming skills in Python, Java, JavaScript, or C# Experience testing across multiple technology stacks (databases, networks, applications, etc.) Familiarity with public cloud platforms (AWS) for development & testing environments Experience with modern front end and back end development (React, Angular, Node.js) and/or PTC Thingworx or similar platforms Experience designing and architecting cloud-based data pipelines and micro services Experience with databases & relational databases (PostgreSQL, MySQL) Experience with containerization (Docker) and serverless architecture Knowledge of Infrastructure-as-Code (IaC) & Ansible Strong knowledge of automation frameworks to enhance development workflows Strong understanding of security best practices and testing principles",https://www.mycareersfuture.gov.sg/job/sciences/software-test-engineer-hyundai-motor-group-innovation-center-singapore-c55dd9f2b5bf10414494b257a3d77eab?source=MCF&event=SuggestedJob
Staff Software Engineer,COINBASE SINGAPORE PTE. LTD.,MCF-2026-0035090,"ONE MARINA BOULEVARD, 1 MARINA BOULEVARD 018989",Full Time,Senior Executive,8 years exp,Engineering,"$18,000to$25,000Monthly",34 applications,Posted 07 Jan 2026,Closing on 21 Jan 2026,Typically Replies in 30 Days,"We’re looking for Staff Software Engineers to balance the role of an individual contributor while also anchoring new projects, leading technical direction and mentoring other engineers on the team. We highly value individuals with intellectual curiosity and openness. We collaborate across the organization, helping our engineers think big and take risks while building a culture of diversity, positive energy and blameless truth-seeking. Our engineering team leverages a diverse tech stack and our focus is finding smart engineers who’ve worked on complex projects and we have all the trust you’d be able to pick up whatever tech necessary in the stack. What you’ll be doing: Architect and develop distributed systems Provide technical structure to teams and work closely with management and stakeholders to define strategic roadmaps Manage individual projects priorities, deadlines and deliverables with your technical expertise Mentor and train other team members on design techniques and coding standards Design and implement foundational infrastructure components used by every engineering team in production (e.g. dynamic configuration, secrets storage, container orchestration, etc) Write high quality, well tested code to meet the needs of your customers What we look for in you: 8+ years of experience in software engineering You’ve experienced architecting and developing solutions to ambiguous problems with significant impact You’re passionate about building an open financial system that brings the world together Nice to haves: You have gone through a rapid growth in your company (from 10 to 100s of engineers) You have experience with Blockchains (such as Bitcoin, Ethereum etc.) You have experience decomposing a large monolith into microservices You’ve worked with Golang, Ruby, Docker, Sinatra, Rails, Postgres You’ve built financial, high reliability or security systems",https://www.mycareersfuture.gov.sg/job/engineering/staff-software-engineer-coinbase-singapore-35ad078d12f6d91f39ef899533565cf3?source=MCF&event=SuggestedJob
